SOURCE DOMAIN,TARGET DOMAIN
lwc.edu,juniata.edu
augie.edu,wsc.mass.edu
cmich.edu,ualr.edu
sjc.edu,campbellsvil.edu
vsu.edu,csusm.edu
stkate.edu,mckenna.edu
scarolina.edu,nl.edu
monm.edu,sage.edu
fhsu.edu,tamiu.edu
cnuas.edu,drake.edu
erau.edu,manc.edu
csupomona.edu,gmi.edu
du.edu,lacollege.edu
ecok.edu,cortland.edu
cts.edu,buffalo.edu
hamptonu.edu,skc.edu
cwru.edu,louisville.edu
saintmarys.edu,csufresno.edu
sonoma.edu,msu.edu
usiu.edu,albany.edu
georgetown.edu,franklin.edu
babson.edu,umm.maine.edu
ucsf.edu,univnorthco.edu
bible.edu,uta.edu
rider.edu,ccaa.edu
swarthmore.edu,kumc.edu
utdallas.edu,quincy.edu
vill.edu,csuohio.edu
centenary.edu,cuis.edu
astate.edu,cnu.edu
cmu.edu,marion.ohio-state.edu
iit.edu,fsc.edu
ucla.edu,tc.columbia.edu
jfku.edu,eiu.edu
oberlin.edu,virginia.edu
wmich.edu,ntu.edu
cmich.edu,bcm.tmc.edu
campbell.edu,uwm.edu
cts.edu,awc.cc.az.us
tufts.edu,ambassador.edu
hsc.edu,artic.edu
chesapeake.edu,usafa.af.mil
sonoma.edu,calstatela.edu
cmc.edu,NCCU.edu
nmt.edu,evansville.edu
west.asu.edu,usafa.af.mil
caltech.edu,scwww.ctstateu.edu
nl.edu,csusb.edu
greenleaf.edu,utm.edu
wmich.edu,umd.umich.edu
csuchico.edu,runet.edu
muohio.edu,bethany.wvnet.edu
yu.edu,oit.osshe.edu
csus.edu,belmont.edu
carlow.edu,trincoll.edu
usiu.edu,umich.edu
brynmawr.edu,towson.edu
whittier.edu,lawrence.edu
ysu.edu,wlsc.wvnet.edu
luther.edu,gmu.edu
jcsu.edu,wellesley.edu
yu.edu,nwciowa.edu
uwsp.edu,hope.edu
gatech.edu,cgs.edu
amercoastuniv.edu,afit.af.mil
saintjoe.edu,woodburyu.edu
highpoint.edu,indstate.edu
wsu.edu,ncwc.edu
friends.edu,brenau.edu
macalstr.edu,rose-hulman.edu
nich.edu,miami.edu
nwmissouri.edu,rwu.edu
utexas.edu,mwsc.edu
eosc.osshe.edu,bgsu.edu
uchaswv.edu,slc.edu
utampa.edu,uml.edu
ntu.edu,muw.edu
buffalo.edu,wmc.edu
slc.edu,wisc.edu
wtamu.edu,messiah.edu
fisk.edu,uwrf.edu
cord.edu,stevens-tech.edu
utulsa.edu,mtholyoke.edu
sulross.edu,smsu.edu
anselm.edu,idbsu.edu
wsu.edu,iwctx.edu
ysu.edu,udc.edu
utah.edu,lawrence.edu
msu.edu,uwosh.edu
uvsc.edu,samford.edu
uah.edu,wisc.edu
scwww.ctstateu.edu,stmartin.edu
rockford.edu,wsc.mass.edu
wiu.edu,wesleyan.edu
baldwinw.edu,csuhayward.edu
unm.edu,stanford.edu
wilmington.edu,tesc.edu
bsu.edu,uiowa.edu
jcsu.edu,sjcsf.edu
uwsp.edu,philacol.edu
kutztown.edu,otterbein.edu
umich.edu,csuhayward.edu
bgsu.edu,widener.edu
colsouth.edu,hartwick.edu
stlawu.edu,curry.edu
anselm.edu,brandeis.edu
fsu.umd.edu,citadel.edu
fielding.edu,hope.edu
shorter.edu,snu.edu
briar-cliff.edu,aurora.edu
uchicago.edu,ccsn.edu
susqu.edu,stkate.edu
umpi.maine.edu,uci.edu
wpi.edu,bgu.edu
oakland.edu,westal.edu
emmanuel.edu,fortlewis.edu
spu.edu,howard.edu
indstate.edu,davenport.edu
babson.edu,uophx.edu
berklee.edu,washcoll.edu
meredith.edu,gatech.edu
selu.edu,mtu.edu
lwc.edu,usiu.edu
shsu.edu,uconn.edu
montana.edu,regent.edu
ncsu.edu,augsburg.edu
cnuas.edu,dana.edu
stedwards.edu,uconn.edu
lewisu.edu,spu.edu
sunycentral.edu,unh.edu
unr.edu,wooster.edu
etsu.edu,simons-rock.edu
univnorthco.edu,csuhayward.edu
uwsp.edu,iusb.indiana.edu
kean.edu,emory.edu
nasc.mass.edu,ccsu.ctstateu.edu
lasalle.edu,drake.edu
ici.edu,byuh.edu
thomas.edu,csupomona.edu
dominican.edu,Dordt.edu
willamette.edu,uth.tmc.edu
uncwil.edu,franklin.edu
whitman.edu,gvsu.edu
tucsonu.edu,austinc.edu
lasierra.edu,pitt.edu
uwec.edu,erau.edu
aurora.edu,vill.edu
ecsu.edu,muskingum.edu
ntu.edu,duq.edu
quincy.edu,uca.edu
slu.edu,dsc.edu
loras.edu,baylor.edu
wuacc.edu,westminster.edu
usc.clu.edu,rice.edu
upenn.edu,uiu.edu
unr.edu,jc.edu
mc.edu,bcm.tmc.edu
fairmont.wvnet.edu,kean.edu
uofs.edu,csp.edu
ccsn.edu,panam.edu
iastate.edu,ici.edu
evansville.edu,psu.edu
carthage.edu,msstate.edu
dowling.edu,brenau.edu
sunycentral.edu,middlebury.edu
williams.edu,ohsu.edu
hampshire.edu,umm.maine.edu
american.edu,mtu.edu
tnstate.edu,utep.edu
ucr.edu,hiram.edu
taftu.edu,uiowa.edu
newberry.edu,chesapeake.edu
csuhayward.edu,hsc.colorado.edu
humboldt.edu,hawaii.edu
nu.edu,mcm.acu.edu
ttu.edu,smith.edu
uno.edu,wcslc.edu
berea.edu,enmu.edu
pacificu.edu,nlu.edu
plymouth.edu,lincoln.edu
edinboro.edu,ucsc.edu
uaa.alaska.edu,wmich.edu
und.nodak.edu,wisc.edu
aurora.edu,seattleantioch.edu
bryant.edu,brockport.edu
benedictine.edu,northeastern.edu
stolaf.edu,cc.edu
ccsu.ctstateu.edu,cmc.edu
gac.peachnet.edu,mtsu.edu
champlain.edu,nsuok.edu
sl.psu.edu,lcsc.edu
lwc.edu,cobleskill.edu
css.edu,mankato.msus.edu
ithaca.edu,sdsu.edu
utah.edu,geneva.edu
uhh.hawaii.edu,nhc.edu
rmwc.edu,willamette.edu
unc.edu,hanover.edu
cnu.edu,huntcol.edu
tamu.edu,nnc.edu
willamette.edu,woodburyu.edu
drexel.edu,udallas.edu
etown.edu,unc.edu
vic.edu,ukans.edu
uindy.edu,simmons.edu
csupomona.edu,brenau.edu
usouthal.edu,gvsu.edu
devry-phx.edu,uwosh.edu
lssu.edu,emporia.edu
barry.edu,judson.edu
uop.edu,sxu.edu
ccsn.edu,stcloud.msus.edu
csuohio.edu,bloomu.edu
friends.edu,etown.edu
umassd.edu,bryant.edu
augie.edu,oswego.edu
vsu.edu,cwu.edu
mursuky.edu,susqu.edu
belmont.edu,iup.edu
dillard.edu,apu.edu
wellesley.edu,indtech.edu
rice.edu,unc.edu
harvard.edu,malone.edu
amercoastuniv.edu,marshall.edu
caltech.edu,rosary.edu
wwc.edu,oxy.edu
sacredheart.edu,ab.umd.edu
uor.edu,psu.edu
quincy.edu,usm.edu
ohsu.edu,dwu.edu
rosary.edu,stmartin.edu
wisc.edu,sapc.edu
gonzaga.edu,monm.edu
meredith.edu,colorado.edu
uu.edu,lincoln.edu
berkeley.edu,rider.edu
aamu.edu,norwich.edu
stolaf.edu,dsu.edu
vtc.vsc.edu,uu.edu
msjnet.edu,semo.edu
gfc.edu,bethany.edu
stetson.edu,louisville.edu
utmb.edu,lsua.edu
bucknell.edu,uconn.edu
svsu.edu,berkeley.edu
csulb.edu,umr.edu
stthomas.edu,uiu.edu
shorter.edu,transy.edu
odc.edu,ucsf.edu
buffalo.edu,fgcu.edu
metro.msus.edu,sju.edu
ohiou.edu,csudh.edu
nova.edu,colsouth.edu
udmercy.edu,uwsp.edu
swt.edu,sarasota.fl.us
hamilton.edu,bennington.edu
umm.maine.edu,utexas.edu
vancouver.wsu.edu,widener.edu
sshechan.edu,dowling.edu
lafayette.edu,cup.edu
depaul.edu,fontbonne.edu
csun.edu,uh.edu
fau.edu,clarkson.edu
mercy.edu,tesc.edu
tsu.edu,uwplatt.edu
devry.edu,calstate.edu
seattleantioch.edu,umass.edu
usi.edu,ucdavis.edu
fau.edu,messiah.edu
csum.edu,lsua.edu
clarke.edu,ursinus.edu
biola.edu,weber.edu
wmitchell.edu,uconn.edu
lfc.edu,winona.msus.edu
nhc.edu,bgu.edu
emich.edu,fgcu.edu
spu.edu,uwsa.edu
twu.edu,wofford.edu
bennington.edu,bethel.edu
pwu.com,unl.edu
middlebury.edu,truman.edu
brandeis.edu,coker.edu
usfca.edu,nasc.mass.edu
uiowa.edu,dne.wvnet.edu
jsums.edu,phillips.edu
nwu.edu,mum.edu
stvincent.edu,fsu.umd.edu
nich.edu,bgu.edu
nyu.edu,csuohio.edu
lehigh.edu,jc.edu
stthomas.edu,susqu.edu
skidmore.edu,sonoma.edu
westmont.edu,utexas.edu
chapman.edu,selu.edu
tabor.edu,oswego.edu
utep.edu,gmi.edu
odc.edu,cooper.edu
westminster-mo.edu,vtc.vsc.edu
wit.edu,uog.edu
sdsu.edu,northern.edu
albany.edu,messiah.edu
graceland.edu,monm.edu
chapman.edu,woodburyu.edu
suffolk.edu,conncoll.edu
clarion.edu,pittstate.edu
bradley.edu,fau.edu
drew.edu,edinboro.edu
utampa.edu,kwu.edu
umbc.edu,indwes.edu
gsw.peachnet.edu,ltu.edu
gettysburg.edu,howard.edu
esu.edu,emmanuel.edu
cornell.edu,runet.edu
winona.msus.edu,csubak.edu
colostate.edu,dominican.edu
alasu.edu,uhh.hawaii.edu
hartwick.edu,louisville.edu
cbu.edu,devrycols.edu
ncat.edu,jbc.edu
umbc.edu,niu.edu
indwes.edu,calstate.edu
plymouth.edu,dsc.edu
seattleantioch.edu,simmons.edu
mankato.msus.edu,uncg.edu
canisius.edu,kean.edu
gannon.edu,baldwinw.edu
emporia.edu,umr.edu
usfca.edu,rockford.edu
bu.edu,uchaswv.edu
mscfs.edu,coa.edu
moorhead.msus.edu,nnc.edu
harding.edu,mu.edu
nmsu.edu,dbq.edu
stu.edu,juniata.edu
okstate.edu,brenau.edu
monm.edu,sjca.edu
unh.edu,msjnet.edu
ccsu.ctstateu.edu,goshen.edu
smu.edu,uky.edu
stedwards.edu,cwu.edu
college.antioch.edu,georgian.edu
websteruniv.edu,runet.edu
bridgewater.edu,gonzaga.edu
millikin.edu,stlcop.edu
uwp.edu,baldwinw.edu
emory.edu,enmu.edu
ilstu.edu,woodburyu.edu
sau.edu,uhh.hawaii.edu
msjnet.edu,bennington.edu
angelo.edu,providence.edu
marietta.edu,taiu.edu
coastal.edu,uwplatt.edu
montana.edu,columbus.iupui.edu
nadn.navy.mil,uncg.edu
uwyo.edu,bryant.edu
keene.edu,wittenberg.edu
mit.edu,udmercy.edu
hmc.edu,upr.clu.edu
muskingum.edu,shu.edu
esu.edu,newberry.edu
emory.edu,upenn.edu
rpi.edu,strayer.edu
tcu.edu,bsc.edu
moorhead.msus.edu,uwm.edu
westmont.edu,gmu.edu
utb.edu,grin.edu
nsu.edu,mbc.edu
etsu.edu,devry.edu
pbac.edu,northern.edu
ithaca.edu,uah.edu
gac.peachnet.edu,west.asu.edu
pdx.edu,csudh.edu
edgewood.edu,pbac.edu
NCCU.edu,ramapo.edu
jc.edu,ollusa.edu
usu.edu,wesleyan.edu
wit.edu,dbu.edu
uwec.edu,calstatela.edu
wmc.car.md.us,devrycols.edu
sfasu.edu,bakeru.edu
wilpaterson.edu,bsu.edu
wmwoods.edu,dickinson.edu
susqu.edu,loyola.edu
linfield.edu,wmpenn.edu
sl.psu.edu,ipfw.indiana.edu
ursinus.edu,skc.edu
scottlan.edu,wnec.edu
susqu.edu,central.edu
depaul.edu,regent.edu
tabor.edu,nsuok.edu
und.nodak.edu,erau.edu
nwciowa.edu,strayer.edu
colorado.edu,northeastern.edu
gac.peachnet.edu,gfc.edu
ubalt.edu,hood.edu
nmclites.edu,semo.edu
naz.edu,guilford.edu
drew.edu,hawaii.edu
gettysburg.edu,wsu.edu
niagara.edu,fredonia.edu
ycp.edu,hollins.edu
iit.edu,rice.edu
hsc.colorado.edu,mscfs.edu
indstate.edu,Peace.edu
byu.edu,sjsu.edu
vtc.vsc.edu,ycp.edu
odu.edu,css.edu
drury.edu,samford.edu
websteruniv.edu,swmed.edu
maine.edu,stmarys-ca.edu
cityu.edu,kutztown.edu
sju.edu,hsc.edu
mscfs.edu,indwes.edu
mtech.edu,uccs.edu
antiochla.edu,fredonia.edu
nhc.edu,tamucc.edu
mbc.edu,eiu.edu
manc.edu,univnorthco.edu
shorter.edu,smcks.edu
nsula.edu,princeton.edu
franklin.edu,millikin.edu
macalstr.edu,lrc.edu
hsc.unt.edu,unl.edu
utb.edu,cortland.edu
naz.edu,ecsu.ctstateu.edu
drew.edu,uvi.edu
adelphi.edu,reed.edu
bgu.edu,westga.edu
unl.edu,bethel.edu
sewanee.edu,tju.edu
nsu.edu,marist.edu
ogi.edu,llu.edu
sdsu.edu,marlboro.edu
uncwil.edu,cup.edu
nova.edu,wmc.edu
bowdoin.edu,wnec.edu
stmartin.edu,alma.edu
columbus.iupui.edu,barry.edu
esu.edu,runet.edu
grin.edu,meredith.edu
taftu.edu,uconn.edu
usd.edu,uvi.edu
gmu.edu,smcks.edu
gac.peachnet.edu,taiu.edu
averett.edu,csbsju.edu
hunter.cuny.edu,wit.edu
vcu.edu,edinboro.edu
simons-rock.edu,rmwc.edu
urich.edu,csum.edu
arbor.edu,gwu.edu
mercer.peachnet.edu,georgian.edu
stlawu.edu,clinch.edu
vancouver.wsu.edu,orst.edu
howard.edu,gac.edu
csc.edu,sjcme.edu
quincy.edu,butler.edu
liberty.edu,udel.edu
xula.edu,mankato.msus.edu
williams.edu,bsc.edu
niu.edu,gonzaga.edu
hastings.edu,udallas.edu
hamptonu.edu,vcsu.nodak.edu
msmc.edu,sdsu.edu
willamette.edu,indtech.edu
gwu.edu,wcslc.edu
stcloud.msus.edu,buffalo.edu
sapc.edu,georgetown.edu
afit.af.mil,cedarville.edu
nku.edu,gonzaga.edu
siu.edu,nwmissouri.edu
rollins.edu,mwc.edu
marist.edu,auburn.edu
caltech.edu,calstate.edu
chesapeake.edu,drexel.edu
transy.edu,wisc.edu
wm.edu,auburn.edu
middlebury.edu,nl.edu
olemiss.edu,uiu.edu
whitman.edu,truman.edu
wustl.edu,csopp.edu
wuacc.edu,uvm.edu
udmercy.edu,hawaii.edu
misu.nodak.edu,ccsn.edu
aum.edu,goshen.edu
utmb.edu,byu.edu
wayne.edu,tnstate.edu
hws.edu,hastings.edu
pembroke.edu,georgian.edu
westminster-mo.edu,udel.edu
holycross.edu,csus.edu
cts.edu,msstate.edu
cuis.edu,kutztown.edu
calpoly.edu,louisville.edu
nl.edu,mercer.peachnet.edu
avila.edu,westga.edu
millersv.edu,nmsu.edu
afit.af.mil,umr.edu
ambassador.edu,ggu.edu
colby.edu,lhup.edu
bard.edu,upr.clu.edu
sapc.edu,uophx.edu
fsu.edu,tsu.edu
ecsu.edu,loras.edu
utdallas.edu,plattsburgh.edu
wisc.edu,naz.edu
Peace.edu,nsuok.edu
canisius.edu,monmouth.edu
etsu.edu,sosc.osshe.edu
cofc.edu,unf.edu
rhodes.edu,pittstate.edu
vill.edu,tulane.edu
usi.edu,fsu.umd.edu
pcci.edu,emmanuel.edu
lfc.edu,stthomas.edu
bradley.edu,babson.edu
wustl.edu,sdsmt.edu
ucla.edu,missouri.edu
scottlan.edu,rocky.edu
cornell-iowa.edu,sju.edu
jtsa.edu,newcollege.edu
holycross.edu,bhsu.edu
ycp.edu,southern.edu
unm.edu,marlboro.edu
coker.edu,uiu.edu
csopp.edu,plattsburgh.edu
cgs.edu,woodburyu.edu
geneva.edu,phillips.edu
lewisu.edu,udallas.edu
utm.edu,hws.edu
cn.edu,NCCU.edu
unomaha.edu,rpi.edu
muc.edu,nich.edu
rmwc.edu,wheaton.edu
bakeru.edu,southern.edu
monm.edu,gac.peachnet.edu
smcks.edu,ab.umd.edu
hanover.edu,norwich.edu
angelo.edu,tucsonu.edu
towson.edu,sc.edu
ab.umd.edu,bucknell.edu
utk.edu,gwu.edu
kutztown.edu,shawnee.edu
chesapeake.edu,miami.edu
byu.edu,wwu.edu
buffalo.edu,gsw.peachnet.edu
csulb.edu,coastal.edu
ambassador.edu,humboldt.edu
uwp.edu,ursinus.edu
ewu.edu,esu.edu
wjc.edu,csuhayward.edu
ycp.edu,stolaf.edu
hartwick.edu,reed.edu
metro.msus.edu,npcts.edu
utah.edu,nova.edu
scu.edu,utk.edu
hamilton.edu,saintmarys.edu
bemidji.msus.edu,judson.edu
wiu.edu,lamar.edu
marymt.edu,grin.edu
sfasu.edu,yu.edu
hollins.edu,colostate.edu
ohsu.edu,macalstr.edu
deltast.edu,summitunivofla.edu
mankato.msus.edu,cobleskill.edu
utexas.edu,alverno.edu
bgsp.edu,uwsp.edu
fsu.edu,dbq.edu
msjnet.edu,cwru.edu
utexas.edu,woodburyu.edu
mckenna.edu,mcneese.edu
tulane.edu,uca.edu
esu.edu,bard.edu
mines.colorado.edu,univnorthco.edu
emich.edu,lcsc.edu
whittier.edu,wisc.edu
marist.edu,utdallas.edu
wilmington.edu,susqu.edu
apu.edu,towson.edu
tayloru.edu,aamu.edu
miami.edu,sunyit.edu
duke.edu,ua.edu
widener.edu,slu.edu
csulb.edu,uncc.edu
shu.edu,newcollege.edu
stu.edu,seattleu.edu
scarolina.edu,sbuniv.edu
angelo.edu,cooper.edu
clarku.edu,lacollege.edu
haskell.edu,usl.edu
drexel.edu,vtc.vsc.edu
uml.edu,biola.edu
wcslc.edu,stthomas.edu
newpaltz.edu,emporia.edu
uky.edu,twu.edu
westminster.edu,baldwinw.edu
utah.edu,smumn.edu
sjc.edu,tarleton.edu
apsu.edu,sjc.edu
sdsu.edu,uml.edu
rockford.edu,urich.edu
sbu.edu,tamucc.edu
mbc.edu,shawnee.edu
uca.edu,utm.edu
ugf.edu,sjsu.edu
niu.edu,nsuok.edu
umsmed.edu,roanoke.edu
campbell.edu,twu.edu
bucknell.edu,wesleyan.edu
wuacc.edu,heidelberg.edu
presby.edu,berea.edu
bradley.edu,hartwick.edu
bsc.edu,wjc.edu
hunter.cuny.edu,wartburg.edu
uncc.edu,widener.edu
devrycols.edu,philacol.edu
wmitchell.edu,ipfw.indiana.edu
drexel.edu,crk.umn.edu
uop.edu,friends.edu
wmc.edu,judson.edu
runet.edu,owu.edu
tamu.edu,uvm.edu
citadel.edu,wisc.edu
fortlewis.edu,uwrf.edu
csupomona.edu,molloy.edu
devrycols.edu,bgu.edu
southwest.msus.edu,csusm.edu
angelo.edu,jcsu.edu
swarthmore.edu,und.nodak.edu
centenary.edu,csustan.edu
uno.edu,smsu.edu
hws.edu,artic.edu
wilkes.edu,wilberforce.edu
xula.edu,uiu.edu
siue.edu,llu.edu
thecoo.edu,macalstr.edu
harding.edu,ipfw.indiana.edu
nmsu.edu,emmanuel.edu
ua.edu,kent.edu
wlsc.wvnet.edu,bju.edu
wpi.edu,udayton.edu
fairmont.wvnet.edu,usouthal.edu
rmc.edu,njit.edu
vassar.edu,msmc.edu
pitt.edu,depauw.edu
uophx.edu,marymount.edu
nps.navy.mil,iupui.edu
uop.edu,macalstr.edu
tabor.edu,stedwards.edu
uchaswv.edu,niu.edu
keene.edu,depauw.edu
montreat.edu,shsu.edu
loras.edu,npcts.edu
carlow.edu,ttu.edu
smumn.edu,wellesley.edu
fullerton.edu,sl.psu.edu
union.edu,Dordt.edu
iit.edu,lynchburg.edu
hamline.edu,centre.edu
sewanee.edu,lyon.edu
caltech.edu,uor.edu
umf.maine.edu,cortland.edu
okbu.edu,newcollege.edu
drake.edu,olemiss.edu
msu.edu,bc.edu
potsdam.edu,csuohio.edu
msubillings.edu,fresno.edu
ilstu.edu,lclark.edu
tsu.edu,cobleskill.edu
fordham.edu,luther.edu
bard.edu,willamette.edu
tntech.edu,vill.edu
mursuky.edu,tufts.edu
upr.clu.edu,npcts.edu
canisius.edu,edinboro.edu
tcu.edu,sdsmt.edu
thomasmore.edu,potsdam.edu
stmartin.edu,belmont.edu
ambassador.edu,sunycentral.edu
panam.edu,snu.edu
scu.edu,conncoll.edu
uab.edu,calstatela.edu
nasc.mass.edu,seattleantioch.edu
sju.edu,ucsf.edu
cofc.edu,fortlewis.edu
stthomas.edu,northeastern.edu
loras.edu,truman.edu
gallaudet.edu,mit.edu
wsc.mass.edu,newhaven.edu
bemidji.msus.edu,spu.edu
rutgers.edu,csus.edu
juniata.edu,taftu.edu
whitman.edu,rmc.edu
wartburg.edu,uncc.edu
okstate.edu,nmt.edu
oakland.edu,clarku.edu
andrews.edu,lgc.peachnet.edu
auc.edu,chesapeake.edu
rpi.edu,sosc.osshe.edu
wku.edu,usmma.edu
nova.edu,mcad.edu
colorado.edu,msmc.edu
keene.edu,smsu.edu
idbsu.edu,depauw.edu
edgewood.edu,stmartin.edu
semo.edu,emmanuel.edu
ggu.edu,mcu.edu
mursuky.edu,wwu.edu
nmt.edu,pittstate.edu
uaa.alaska.edu,smcks.edu
uwsp.edu,hpu.edu
ncbc.edu,elon.edu
rocky.edu,npcts.edu
ups.edu,nhc.edu
wcsu.ctstateu.edu,mercer.peachnet.edu
slc.edu,nd.edu
miami.edu,mcrest.edu
rosary.edu,wright.edu
stfrancis.edu,lamar.edu
rocky.edu,msjnet.edu
berklee.edu,goshen.edu
knox.edu,juniata.edu
scwww.ctstateu.edu,bbc.edu
westminster-mo.edu,mankato.msus.edu
ferris.edu,uidaho.edu
odu.edu,pace.edu
uwec.edu,lemoyne.edu
lasalle.edu,cua.edu
hollins.edu,smumn.edu
clarku.edu,und.nodak.edu
thomas.edu,millikin.edu
norwich.edu,ltu.edu
scwww.ctstateu.edu,antiochla.edu
csustan.edu,rmwc.edu
bowdoin.edu,brynmawr.edu
linfield.edu,wsu.edu
usf.edu,lhup.edu
bethelks.edu,chesapeake.edu
bluffton.edu,jwu.edu
clarku.edu,canisius.edu
alma.edu,mu.edu
mit.edu,caltech.edu
moorhead.msus.edu,clemson.edu
lfc.edu,hendrix.edu
citadel.edu,unh.edu
central.edu,cmc.edu
friends.edu,ltu.edu
afit.af.mil,swac.edu
swac.edu,ups.edu
westmont.edu,ecsu.ctstateu.edu
moorhead.msus.edu,marshall.edu
lmu.edu,lawrence.edu
sjsu.edu,snybuf.edu
crk.umn.edu,calcoastuniv.edu
wfu.edu,anselm.edu
goshen.edu,millikin.edu
kings.edu,depaul.edu
depauw.edu,niagara.edu
wmc.edu,stevens-tech.edu
swt.edu,sau.edu
lvc.edu,nsuok.edu
alfred.edu,ualr.edu
hsc.edu,csuchico.edu
strose.edu,saintmarys.edu
rockhurst.edu,uthct.edu
truman.edu,wartburg.edu
caltech.edu,letu.edu
uog.edu,saintjoe.edu
dominican.edu,creighton.edu
eosc.osshe.edu,und.nodak.edu
smu.edu,monmouth.edu
ipfw.indiana.edu,iupui.edu
hsc.edu,andrews.edu
suu.edu,vtc.vsc.edu
strayer.edu,stcloud.msus.edu
aum.edu,usfca.edu
dbu.edu,dominican.edu
quinnipiac.edu,otterbein.edu
fit.edu,lincoln.edu
nasc.mass.edu,uconn.edu
css.edu,uvm.edu
denison.edu,wwc.edu
uthct.edu,kwu.edu
uwplatt.edu,creighton.edu
kent.edu,ufl.edu
ubalt.edu,rocky.edu
urich.edu,wwu.edu
lssu.edu,bcm.tmc.edu
meredith.edu,hood.edu
coe.edu,unh.edu
ucla.edu,lynchburg.edu
union.edu,lmu.edu
apsu.edu,dsu.edu
tufts.edu,tarleton.edu
waldenu.edu,devry.edu
molloy.edu,lmu.edu
depauw.edu,ecu.edu
jfku.edu,jbc.edu
hollins.edu,simmons.edu
tucsonu.edu,uci.edu
harding.edu,naz.edu
conncoll.edu,elon.edu
american.edu,baylor.edu
ecsu.ctstateu.edu,crk.umn.edu
greenleaf.edu,taiu.edu
fredonia.edu,uci.edu
swt.edu,wvu.edu
mbc.edu,wesley.edu
cts.edu,union.edu
ysu.edu,rpi.edu
upr.clu.edu,bloomu.edu
artic.edu,nmhu.edu
albany.edu,brandeis.edu
brenau.edu,enmu.edu
olemiss.edu,nsuok.edu
ecsu.ctstateu.edu,pbac.edu
uaa.alaska.edu,sosc.osshe.edu
guilford.edu,lafayette.edu
umassp.edu,uthct.edu
ubalt.edu,fgcu.edu
newberry.edu,wsc.colorado.edu
swac.edu,wittenberg.edu
oit.osshe.edu,assumption.edu
sbuniv.edu,uhh.hawaii.edu
uconn.edu,canisius.edu
yale.edu,stcl.edu
vill.edu,rwu.edu
metro.inter.edu,brown.edu
unh.edu,wmwoods.edu
devry-phx.edu,vanderbilt.edu
millikin.edu,sarasota.fl.us
hartwick.edu,messiah.edu
shc.edu,gasou.edu
cornell-iowa.edu,berklee.edu
msu.edu,gvsu.edu
emory.edu,uvm.edu
bryant.edu,jwu.edu
meredith.edu,ubalt.edu
gettysburg.edu,stanford.edu
jhu.edu,awc.cc.az.us
gsu.edu,uh.edu
lwc.edu,oswego.edu
assumption.edu,ucr.edu
cup.edu,mankato.msus.edu
csubak.edu,hartford.edu
twsu.edu,drexel.edu
lincoln.edu,bbc.edu
ccu.edu,morgan.edu
smith.edu,wofford.edu
ohsu.edu,drury.edu
tusk.edu,kean.edu
uri.edu,uvm.edu
muc.edu,nmt.edu
jtsa.edu,afit.af.mil
coppin.umd.edu,usm.maine.edu
elmhurst.edu,wsc.mass.edu
csusb.edu,ltu.edu
etsu.edu,lsu.edu
kzoo.edu,kean.edu
champlain.edu,stanford.edu
nsu.edu,csudh.edu
cmich.edu,bard.edu
wnec.edu,hpu.edu
conncoll.edu,newhaven.edu
summitunivofla.edu,muw.edu
princeton.edu,subr.edu
utm.edu,fiu.edu
huntingdon.edu,ceu.edu
simmons.edu,tcu.edu
ric.edu,unl.edu
uwsp.edu,nu.edu
carleton.edu,vcu.edu
umt.edu,dsu.edu
cuc.edu,sjcme.edu
nmu.edu,wheaton.edu
ucdavis.edu,scottlan.edu
acusd.edu,tsu.edu
kwu.edu,uchicago.edu
stthomas.edu,pacificu.edu
eku.edu,stmarys-ca.edu
wlu.edu,missouri.edu
atu.edu,vic.edu
jfku.edu,wlsc.wvnet.edu
etsu-tn.edu,nku.edu
nsu.edu,bsu.umd.edu
csc.vsc.edu,uwosh.edu
udc.edu,indwes.edu
mit.edu,uh.edu
peru.edu,uofs.edu
summitunivofla.edu,nwmissouri.edu
appstate.edu,websteruniv.edu
gonzaga.edu,smu.edu
citadel.edu,msoe.edu
regis.edu,oberlin.edu
wright.edu,anselm.edu
colsouth.edu,lmu.edu
olivet.edu,hastings.edu
taiu.edu,nhc.edu
tntech.edu,uog.edu
usao.edu,saintmarys.edu
devry-phx.edu,uwgb.edu
cc.colorado.edu,uwsuper.edu
tamu.edu,stmarys-ca.edu
eku.edu,sjcme.edu
ucsf.edu,anselm.edu
southwest.msus.edu,rmwc.edu
bhsu.edu,chesapeake.edu
alfred.edu,lunet.edu
bakeru.edu,uml.edu
alma.edu,npcts.edu
ncbc.edu,lincoln.edu
cgs.edu,etsu.edu
devry.edu,pomona.edu
sarasota.fl.us,psu.edu
usc.clu.edu,uor.edu
austinc.edu,phillips.edu
usm.edu,lacollege.edu
winthrop.edu,oit.osshe.edu
hartwick.edu,cmc.edu
mckenna.edu,jbc.edu
duke.edu,dsu.nodak.edu
coker.edu,lgc.peachnet.edu
ttuhsc.edu,kings.edu
wittenberg.edu,unc.edu
cup.edu,oakland.edu
fisk.edu,stetson.edu
sbc.edu,westminster.edu
wellesley.edu,sunyit.edu
upenn.edu,uofs.edu
wwu.edu,stetson.edu
ab.umd.edu,clarion.edu
Ripon.EDU,mankato.msus.edu
sbu.edu,vjc.edu
caltech.edu,towson.edu
sfsu.edu,brenau.edu
hanover.edu,skidmore.edu
ursinus.edu,uophx.edu
lyon.edu,rollins.edu
isu.edu,unl.edu
stmartin.edu,etown.edu
